Seriation_Number	Assemblage	Parkin_Punctated	Barton/Kent/MPI	Painted	Fortune_Noded	Ranch_Incised	Walls_Engraved	Wallace_Incised	Rhodes_Incised	Vernon_Paul_Applique	Hull_Engraved
808	13-P-8	83	25	43	0	18	17	0	3	0	3
808	13-N-16	42	56	69	0	1	3	0	0	0	0
808	11-N-4	764	470	18	5	9	0	0	0	0	0

809	13-P-8	83	25	43	0	18	17	0	3	0	3
809	13-N-16	42	56	69	0	1	3	0	0	0	0
809	13-N-5	35	11	33	0	0	0	0	0	0	0

810	13-P-8	83	25	43	0	18	17	0	3	0	3
810	13-N-16	42	56	69	0	1	3	0	0	0	0
810	13-N-4	71	67	96	0	3	4	0	0	0	0

811	13-P-8	83	25	43	0	18	17	0	3	0	3
811	13-N-16	42	56	69	0	1	3	0	0	0	0
811	13-P-1	244	40	18	1	16	21	0	14	0	6

812	13-P-8	83	25	43	0	18	17	0	3	0	3
812	13-N-16	42	56	69	0	1	3	0	0	0	0
812	13-O-7	590	498	67	10	21	19	12	8	7	1

813	13-P-8	83	25	43	0	18	17	0	3	0	3
813	13-N-16	42	56	69	0	1	3	0	0	0	0
813	13-P-10	30	15	12	0	12	12	0	7	2	1

814	13-P-8	83	25	43	0	18	17	0	3	0	3
814	13-N-16	42	56	69	0	1	3	0	0	0	0
814	Holden_Lake	27	294	7	24	2	0	2	1	3	0

815	13-P-8	83	25	43	0	18	17	0	3	0	3
815	13-N-16	42	56	69	0	1	3	0	0	0	0
815	13-O-11	35	65	24	0	0	2	0	1	0	1

816	13-N-21	426	69	105	4	4	0	1	4	1	0
816	13-O-10	60	74	79	0	2	8	0	2	0	0
816	11-N-9	528	198	13	0	19	0	0	0	0	0

817	13-N-21	426	69	105	4	4	0	1	4	1	0
817	10-P-1	39	62	46	0	0	0	0	0	0	6
817	11-N-9	528	198	13	0	19	0	0	0	0	0

818	13-N-21	426	69	105	4	4	0	1	4	1	0
818	10-P-1	39	62	46	0	0	0	0	0	0	6
818	13-O-10	60	74	79	0	2	8	0	2	0	0

819	13-N-21	426	69	105	4	4	0	1	4	1	0
819	11-O-10	404	208	6	16	4	0	0	0	0	0
819	11-N-9	528	198	13	0	19	0	0	0	0	0

820	13-N-21	426	69	105	4	4	0	1	4	1	0
820	11-O-10	404	208	6	16	4	0	0	0	0	0
820	13-O-10	60	74	79	0	2	8	0	2	0	0

821	13-N-21	426	69	105	4	4	0	1	4	1	0
821	11-O-10	404	208	6	16	4	0	0	0	0	0
821	10-P-1	39	62	46	0	0	0	0	0	0	6

822	13-N-21	426	69	105	4	4	0	1	4	1	0
822	12-N-3	549	328	77	19	4	0	3	1	2	0
822	11-N-9	528	198	13	0	19	0	0	0	0	0

823	13-N-21	426	69	105	4	4	0	1	4	1	0
823	12-N-3	549	328	77	19	4	0	3	1	2	0
823	13-O-10	60	74	79	0	2	8	0	2	0	0

824	13-N-21	426	69	105	4	4	0	1	4	1	0
824	12-N-3	549	328	77	19	4	0	3	1	2	0
824	10-P-1	39	62	46	0	0	0	0	0	0	6

825	13-N-21	426	69	105	4	4	0	1	4	1	0
825	12-N-3	549	328	77	19	4	0	3	1	2	0
825	11-O-10	404	208	6	16	4	0	0	0	0	0

826	13-N-21	426	69	105	4	4	0	1	4	1	0
826	11-N-1	865	323	59	17	35	0	0	0	4	0
826	11-N-9	528	198	13	0	19	0	0	0	0	0

827	13-N-21	426	69	105	4	4	0	1	4	1	0
827	11-N-1	865	323	59	17	35	0	0	0	4	0
827	13-O-10	60	74	79	0	2	8	0	2	0	0

828	13-N-21	426	69	105	4	4	0	1	4	1	0
828	11-N-1	865	323	59	17	35	0	0	0	4	0
828	10-P-1	39	62	46	0	0	0	0	0	0	6

829	13-N-21	426	69	105	4	4	0	1	4	1	0
829	11-N-1	865	323	59	17	35	0	0	0	4	0
829	11-O-10	404	208	6	16	4	0	0	0	0	0

830	13-N-21	426	69	105	4	4	0	1	4	1	0
830	11-N-1	865	323	59	17	35	0	0	0	4	0
830	12-N-3	549	328	77	19	4	0	3	1	2	0

831	13-N-21	426	69	105	4	4	0	1	4	1	0
831	13-O-5	923	637	42	12	33	27	14	13	5	2
831	11-N-9	528	198	13	0	19	0	0	0	0	0

832	13-N-21	426	69	105	4	4	0	1	4	1	0
832	13-O-5	923	637	42	12	33	27	14	13	5	2
832	13-O-10	60	74	79	0	2	8	0	2	0	0

833	13-N-21	426	69	105	4	4	0	1	4	1	0
833	13-O-5	923	637	42	12	33	27	14	13	5	2
833	10-P-1	39	62	46	0	0	0	0	0	0	6

834	13-N-21	426	69	105	4	4	0	1	4	1	0
834	13-O-5	923	637	42	12	33	27	14	13	5	2
834	11-O-10	404	208	6	16	4	0	0	0	0	0

835	13-N-21	426	69	105	4	4	0	1	4	1	0
835	13-O-5	923	637	42	12	33	27	14	13	5	2
835	12-N-3	549	328	77	19	4	0	3	1	2	0

836	13-N-21	426	69	105	4	4	0	1	4	1	0
836	13-O-5	923	637	42	12	33	27	14	13	5	2
836	11-N-1	865	323	59	17	35	0	0	0	4	0

837	13-N-21	426	69	105	4	4	0	1	4	1	0
837	12-O-5	204	156	42	7	8	4	2	1	0	0
837	11-N-9	528	198	13	0	19	0	0	0	0	0

838	13-N-21	426	69	105	4	4	0	1	4	1	0
838	12-O-5	204	156	42	7	8	4	2	1	0	0
838	13-O-10	60	74	79	0	2	8	0	2	0	0

839	13-N-21	426	69	105	4	4	0	1	4	1	0
839	12-O-5	204	156	42	7	8	4	2	1	0	0
839	10-P-1	39	62	46	0	0	0	0	0	0	6

840	13-N-21	426	69	105	4	4	0	1	4	1	0
840	12-O-5	204	156	42	7	8	4	2	1	0	0
840	11-O-10	404	208	6	16	4	0	0	0	0	0

841	13-N-21	426	69	105	4	4	0	1	4	1	0
841	12-O-5	204	156	42	7	8	4	2	1	0	0
841	12-N-3	549	328	77	19	4	0	3	1	2	0

842	13-N-21	426	69	105	4	4	0	1	4	1	0
842	12-O-5	204	156	42	7	8	4	2	1	0	0
842	11-N-1	865	323	59	17	35	0	0	0	4	0

843	13-N-21	426	69	105	4	4	0	1	4	1	0
843	12-O-5	204	156	42	7	8	4	2	1	0	0
843	13-O-5	923	637	42	12	33	27	14	13	5	2

844	13-N-21	426	69	105	4	4	0	1	4	1	0
844	11-N-4	764	470	18	5	9	0	0	0	0	0
844	11-N-9	528	198	13	0	19	0	0	0	0	0

845	13-N-21	426	69	105	4	4	0	1	4	1	0
845	11-N-4	764	470	18	5	9	0	0	0	0	0
845	13-O-10	60	74	79	0	2	8	0	2	0	0

846	13-N-21	426	69	105	4	4	0	1	4	1	0
846	11-N-4	764	470	18	5	9	0	0	0	0	0
846	10-P-1	39	62	46	0	0	0	0	0	0	6

847	13-N-21	426	69	105	4	4	0	1	4	1	0
847	11-N-4	764	470	18	5	9	0	0	0	0	0
847	11-O-10	404	208	6	16	4	0	0	0	0	0

848	13-N-21	426	69	105	4	4	0	1	4	1	0
848	11-N-4	764	470	18	5	9	0	0	0	0	0
848	12-N-3	549	328	77	19	4	0	3	1	2	0

849	13-N-21	426	69	105	4	4	0	1	4	1	0
849	11-N-4	764	470	18	5	9	0	0	0	0	0
849	11-N-1	865	323	59	17	35	0	0	0	4	0

850	13-N-21	426	69	105	4	4	0	1	4	1	0
850	11-N-4	764	470	18	5	9	0	0	0	0	0
850	13-O-5	923	637	42	12	33	27	14	13	5	2

851	13-N-21	426	69	105	4	4	0	1	4	1	0
851	11-N-4	764	470	18	5	9	0	0	0	0	0
851	12-O-5	204	156	42	7	8	4	2	1	0	0

852	13-N-21	426	69	105	4	4	0	1	4	1	0
852	13-N-5	35	11	33	0	0	0	0	0	0	0
852	11-N-9	528	198	13	0	19	0	0	0	0	0

853	13-N-21	426	69	105	4	4	0	1	4	1	0
853	13-N-5	35	11	33	0	0	0	0	0	0	0
853	13-O-10	60	74	79	0	2	8	0	2	0	0

854	13-N-21	426	69	105	4	4	0	1	4	1	0
854	13-N-5	35	11	33	0	0	0	0	0	0	0
854	10-P-1	39	62	46	0	0	0	0	0	0	6

855	13-N-21	426	69	105	4	4	0	1	4	1	0
855	13-N-5	35	11	33	0	0	0	0	0	0	0
855	11-O-10	404	208	6	16	4	0	0	0	0	0

856	13-N-21	426	69	105	4	4	0	1	4	1	0
856	13-N-5	35	11	33	0	0	0	0	0	0	0
856	12-N-3	549	328	77	19	4	0	3	1	2	0

857	13-N-21	426	69	105	4	4	0	1	4	1	0
857	13-N-5	35	11	33	0	0	0	0	0	0	0
857	11-N-1	865	323	59	17	35	0	0	0	4	0

858	13-N-21	426	69	105	4	4	0	1	4	1	0
858	13-N-5	35	11	33	0	0	0	0	0	0	0
858	13-O-5	923	637	42	12	33	27	14	13	5	2

859	13-N-21	426	69	105	4	4	0	1	4	1	0
859	13-N-5	35	11	33	0	0	0	0	0	0	0
859	12-O-5	204	156	42	7	8	4	2	1	0	0

860	13-N-21	426	69	105	4	4	0	1	4	1	0
860	13-N-5	35	11	33	0	0	0	0	0	0	0
860	11-N-4	764	470	18	5	9	0	0	0	0	0

861	13-N-21	426	69	105	4	4	0	1	4	1	0
861	13-N-4	71	67	96	0	3	4	0	0	0	0
861	11-N-9	528	198	13	0	19	0	0	0	0	0

862	13-N-21	426	69	105	4	4	0	1	4	1	0
862	13-N-4	71	67	96	0	3	4	0	0	0	0
862	13-O-10	60	74	79	0	2	8	0	2	0	0

863	13-N-21	426	69	105	4	4	0	1	4	1	0
863	13-N-4	71	67	96	0	3	4	0	0	0	0
863	10-P-1	39	62	46	0	0	0	0	0	0	6

864	13-N-21	426	69	105	4	4	0	1	4	1	0
864	13-N-4	71	67	96	0	3	4	0	0	0	0
864	11-O-10	404	208	6	16	4	0	0	0	0	0

865	13-N-21	426	69	105	4	4	0	1	4	1	0
865	13-N-4	71	67	96	0	3	4	0	0	0	0
865	12-N-3	549	328	77	19	4	0	3	1	2	0

866	13-N-21	426	69	105	4	4	0	1	4	1	0
866	13-N-4	71	67	96	0	3	4	0	0	0	0
866	11-N-1	865	323	59	17	35	0	0	0	4	0

867	13-N-21	426	69	105	4	4	0	1	4	1	0
867	13-N-4	71	67	96	0	3	4	0	0	0	0
867	13-O-5	923	637	42	12	33	27	14	13	5	2

868	13-N-21	426	69	105	4	4	0	1	4	1	0
868	13-N-4	71	67	96	0	3	4	0	0	0	0
868	12-O-5	204	156	42	7	8	4	2	1	0	0

869	13-N-21	426	69	105	4	4	0	1	4	1	0
869	13-N-4	71	67	96	0	3	4	0	0	0	0
869	11-N-4	764	470	18	5	9	0	0	0	0	0

870	13-N-21	426	69	105	4	4	0	1	4	1	0
870	13-N-4	71	67	96	0	3	4	0	0	0	0
870	13-N-5	35	11	33	0	0	0	0	0	0	0

871	13-N-21	426	69	105	4	4	0	1	4	1	0
871	13-P-1	244	40	18	1	16	21	0	14	0	6
871	11-N-9	528	198	13	0	19	0	0	0	0	0

872	13-N-21	426	69	105	4	4	0	1	4	1	0
872	13-P-1	244	40	18	1	16	21	0	14	0	6
872	13-O-10	60	74	79	0	2	8	0	2	0	0

873	13-N-21	426	69	105	4	4	0	1	4	1	0
873	13-P-1	244	40	18	1	16	21	0	14	0	6
873	10-P-1	39	62	46	0	0	0	0	0	0	6

874	13-N-21	426	69	105	4	4	0	1	4	1	0
874	13-P-1	244	40	18	1	16	21	0	14	0	6
874	11-O-10	404	208	6	16	4	0	0	0	0	0

875	13-N-21	426	69	105	4	4	0	1	4	1	0
875	13-P-1	244	40	18	1	16	21	0	14	0	6
875	12-N-3	549	328	77	19	4	0	3	1	2	0

876	13-N-21	426	69	105	4	4	0	1	4	1	0
876	13-P-1	244	40	18	1	16	21	0	14	0	6
876	11-N-1	865	323	59	17	35	0	0	0	4	0

877	13-N-21	426	69	105	4	4	0	1	4	1	0
877	13-P-1	244	40	18	1	16	21	0	14	0	6
877	13-O-5	923	637	42	12	33	27	14	13	5	2

878	13-N-21	426	69	105	4	4	0	1	4	1	0
878	13-P-1	244	40	18	1	16	21	0	14	0	6
878	12-O-5	204	156	42	7	8	4	2	1	0	0

879	13-N-21	426	69	105	4	4	0	1	4	1	0
879	13-P-1	244	40	18	1	16	21	0	14	0	6
879	11-N-4	764	470	18	5	9	0	0	0	0	0

880	13-N-21	426	69	105	4	4	0	1	4	1	0
880	13-P-1	244	40	18	1	16	21	0	14	0	6
880	13-N-5	35	11	33	0	0	0	0	0	0	0

881	13-N-21	426	69	105	4	4	0	1	4	1	0
881	13-P-1	244	40	18	1	16	21	0	14	0	6
881	13-N-4	71	67	96	0	3	4	0	0	0	0

882	13-N-21	426	69	105	4	4	0	1	4	1	0
882	13-O-7	590	498	67	10	21	19	12	8	7	1
882	11-N-9	528	198	13	0	19	0	0	0	0	0

883	13-N-21	426	69	105	4	4	0	1	4	1	0
883	13-O-7	590	498	67	10	21	19	12	8	7	1
883	13-O-10	60	74	79	0	2	8	0	2	0	0

884	13-N-21	426	69	105	4	4	0	1	4	1	0
884	13-O-7	590	498	67	10	21	19	12	8	7	1
884	10-P-1	39	62	46	0	0	0	0	0	0	6

885	13-N-21	426	69	105	4	4	0	1	4	1	0
885	13-O-7	590	498	67	10	21	19	12	8	7	1
885	11-O-10	404	208	6	16	4	0	0	0	0	0

886	13-N-21	426	69	105	4	4	0	1	4	1	0
886	13-O-7	590	498	67	10	21	19	12	8	7	1
886	12-N-3	549	328	77	19	4	0	3	1	2	0

887	13-N-21	426	69	105	4	4	0	1	4	1	0
887	13-O-7	590	498	67	10	21	19	12	8	7	1
887	11-N-1	865	323	59	17	35	0	0	0	4	0

888	13-N-21	426	69	105	4	4	0	1	4	1	0
888	13-O-7	590	498	67	10	21	19	12	8	7	1
888	13-O-5	923	637	42	12	33	27	14	13	5	2

889	13-N-21	426	69	105	4	4	0	1	4	1	0
889	13-O-7	590	498	67	10	21	19	12	8	7	1
889	12-O-5	204	156	42	7	8	4	2	1	0	0

890	13-N-21	426	69	105	4	4	0	1	4	1	0
890	13-O-7	590	498	67	10	21	19	12	8	7	1
890	11-N-4	764	470	18	5	9	0	0	0	0	0

891	13-N-21	426	69	105	4	4	0	1	4	1	0
891	13-O-7	590	498	67	10	21	19	12	8	7	1
891	13-N-5	35	11	33	0	0	0	0	0	0	0

892	13-N-21	426	69	105	4	4	0	1	4	1	0
892	13-O-7	590	498	67	10	21	19	12	8	7	1
892	13-N-4	71	67	96	0	3	4	0	0	0	0

893	13-N-21	426	69	105	4	4	0	1	4	1	0
893	13-O-7	590	498	67	10	21	19	12	8	7	1
893	13-P-1	244	40	18	1	16	21	0	14	0	6

894	13-N-21	426	69	105	4	4	0	1	4	1	0
894	13-P-10	30	15	12	0	12	12	0	7	2	1
894	11-N-9	528	198	13	0	19	0	0	0	0	0

895	13-N-21	426	69	105	4	4	0	1	4	1	0
895	13-P-10	30	15	12	0	12	12	0	7	2	1
895	13-O-10	60	74	79	0	2	8	0	2	0	0

896	13-N-21	426	69	105	4	4	0	1	4	1	0
896	13-P-10	30	15	12	0	12	12	0	7	2	1
896	10-P-1	39	62	46	0	0	0	0	0	0	6

897	13-N-21	426	69	105	4	4	0	1	4	1	0
897	13-P-10	30	15	12	0	12	12	0	7	2	1
897	11-O-10	404	208	6	16	4	0	0	0	0	0

898	13-N-21	426	69	105	4	4	0	1	4	1	0
898	13-P-10	30	15	12	0	12	12	0	7	2	1
898	12-N-3	549	328	77	19	4	0	3	1	2	0

899	13-N-21	426	69	105	4	4	0	1	4	1	0
899	13-P-10	30	15	12	0	12	12	0	7	2	1
899	11-N-1	865	323	59	17	35	0	0	0	4	0

900	13-N-21	426	69	105	4	4	0	1	4	1	0
900	13-P-10	30	15	12	0	12	12	0	7	2	1
900	13-O-5	923	637	42	12	33	27	14	13	5	2

901	13-N-21	426	69	105	4	4	0	1	4	1	0
901	13-P-10	30	15	12	0	12	12	0	7	2	1
901	12-O-5	204	156	42	7	8	4	2	1	0	0

902	13-N-21	426	69	105	4	4	0	1	4	1	0
902	13-P-10	30	15	12	0	12	12	0	7	2	1
902	11-N-4	764	470	18	5	9	0	0	0	0	0

903	13-N-21	426	69	105	4	4	0	1	4	1	0
903	13-P-10	30	15	12	0	12	12	0	7	2	1
903	13-N-5	35	11	33	0	0	0	0	0	0	0

904	13-N-21	426	69	105	4	4	0	1	4	1	0
904	13-P-10	30	15	12	0	12	12	0	7	2	1
904	13-N-4	71	67	96	0	3	4	0	0	0	0

905	13-N-21	426	69	105	4	4	0	1	4	1	0
905	13-P-10	30	15	12	0	12	12	0	7	2	1
905	13-P-1	244	40	18	1	16	21	0	14	0	6

906	13-N-21	426	69	105	4	4	0	1	4	1	0
906	13-P-10	30	15	12	0	12	12	0	7	2	1
906	13-O-7	590	498	67	10	21	19	12	8	7	1

907	13-N-21	426	69	105	4	4	0	1	4	1	0
907	Holden_Lake	27	294	7	24	2	0	2	1	3	0
907	11-N-9	528	198	13	0	19	0	0	0	0	0

908	13-N-21	426	69	105	4	4	0	1	4	1	0
908	Holden_Lake	27	294	7	24	2	0	2	1	3	0
908	13-O-10	60	74	79	0	2	8	0	2	0	0

909	13-N-21	426	69	105	4	4	0	1	4	1	0
909	Holden_Lake	27	294	7	24	2	0	2	1	3	0
909	10-P-1	39	62	46	0	0	0	0	0	0	6

910	13-N-21	426	69	105	4	4	0	1	4	1	0
910	Holden_Lake	27	294	7	24	2	0	2	1	3	0
910	11-O-10	404	208	6	16	4	0	0	0	0	0

911	13-N-21	426	69	105	4	4	0	1	4	1	0
911	Holden_Lake	27	294	7	24	2	0	2	1	3	0
911	12-N-3	549	328	77	19	4	0	3	1	2	0

912	13-N-21	426	69	105	4	4	0	1	4	1	0
912	Holden_Lake	27	294	7	24	2	0	2	1	3	0
912	11-N-1	865	323	59	17	35	0	0	0	4	0

913	13-N-21	426	69	105	4	4	0	1	4	1	0
913	Holden_Lake	27	294	7	24	2	0	2	1	3	0
913	13-O-5	923	637	42	12	33	27	14	13	5	2

914	13-N-21	426	69	105	4	4	0	1	4	1	0
914	Holden_Lake	27	294	7	24	2	0	2	1	3	0
914	12-O-5	204	156	42	7	8	4	2	1	0	0

915	13-N-21	426	69	105	4	4	0	1	4	1	0
915	Holden_Lake	27	294	7	24	2	0	2	1	3	0
915	11-N-4	764	470	18	5	9	0	0	0	0	0

916	13-N-21	426	69	105	4	4	0	1	4	1	0
916	Holden_Lake	27	294	7	24	2	0	2	1	3	0
916	13-N-5	35	11	33	0	0	0	0	0	0	0

917	13-N-21	426	69	105	4	4	0	1	4	1	0
917	Holden_Lake	27	294	7	24	2	0	2	1	3	0
917	13-N-4	71	67	96	0	3	4	0	0	0	0

918	13-N-21	426	69	105	4	4	0	1	4	1	0
918	Holden_Lake	27	294	7	24	2	0	2	1	3	0
918	13-P-1	244	40	18	1	16	21	0	14	0	6

919	13-N-21	426	69	105	4	4	0	1	4	1	0
919	Holden_Lake	27	294	7	24	2	0	2	1	3	0
919	13-O-7	590	498	67	10	21	19	12	8	7	1

920	13-N-21	426	69	105	4	4	0	1	4	1	0
920	Holden_Lake	27	294	7	24	2	0	2	1	3	0
920	13-P-10	30	15	12	0	12	12	0	7	2	1

921	13-N-21	426	69	105	4	4	0	1	4	1	0
921	13-O-11	35	65	24	0	0	2	0	1	0	1
921	11-N-9	528	198	13	0	19	0	0	0	0	0

922	13-N-21	426	69	105	4	4	0	1	4	1	0
922	13-O-11	35	65	24	0	0	2	0	1	0	1
922	13-O-10	60	74	79	0	2	8	0	2	0	0

923	13-N-21	426	69	105	4	4	0	1	4	1	0
923	13-O-11	35	65	24	0	0	2	0	1	0	1
923	10-P-1	39	62	46	0	0	0	0	0	0	6

924	13-N-21	426	69	105	4	4	0	1	4	1	0
924	13-O-11	35	65	24	0	0	2	0	1	0	1
924	11-O-10	404	208	6	16	4	0	0	0	0	0

925	13-N-21	426	69	105	4	4	0	1	4	1	0
925	13-O-11	35	65	24	0	0	2	0	1	0	1
925	12-N-3	549	328	77	19	4	0	3	1	2	0

926	13-N-21	426	69	105	4	4	0	1	4	1	0
926	13-O-11	35	65	24	0	0	2	0	1	0	1
926	11-N-1	865	323	59	17	35	0	0	0	4	0

927	13-N-21	426	69	105	4	4	0	1	4	1	0
927	13-O-11	35	65	24	0	0	2	0	1	0	1
927	13-O-5	923	637	42	12	33	27	14	13	5	2

928	13-N-21	426	69	105	4	4	0	1	4	1	0
928	13-O-11	35	65	24	0	0	2	0	1	0	1
928	12-O-5	204	156	42	7	8	4	2	1	0	0

929	13-N-21	426	69	105	4	4	0	1	4	1	0
929	13-O-11	35	65	24	0	0	2	0	1	0	1
929	11-N-4	764	470	18	5	9	0	0	0	0	0

930	13-N-21	426	69	105	4	4	0	1	4	1	0
930	13-O-11	35	65	24	0	0	2	0	1	0	1
930	13-N-5	35	11	33	0	0	0	0	0	0	0

931	13-N-21	426	69	105	4	4	0	1	4	1	0
931	13-O-11	35	65	24	0	0	2	0	1	0	1
931	13-N-4	71	67	96	0	3	4	0	0	0	0

932	13-N-21	426	69	105	4	4	0	1	4	1	0
932	13-O-11	35	65	24	0	0	2	0	1	0	1
932	13-P-1	244	40	18	1	16	21	0	14	0	6

933	13-N-21	426	69	105	4	4	0	1	4	1	0
933	13-O-11	35	65	24	0	0	2	0	1	0	1
933	13-O-7	590	498	67	10	21	19	12	8	7	1

934	13-N-21	426	69	105	4	4	0	1	4	1	0
934	13-O-11	35	65	24	0	0	2	0	1	0	1
934	13-P-10	30	15	12	0	12	12	0	7	2	1

935	13-N-21	426	69	105	4	4	0	1	4	1	0
935	13-O-11	35	65	24	0	0	2	0	1	0	1
935	Holden_Lake	27	294	7	24	2	0	2	1	3	0

936	13-N-21	426	69	105	4	4	0	1	4	1	0
936	13-N-16	42	56	69	0	1	3	0	0	0	0
936	11-N-9	528	198	13	0	19	0	0	0	0	0

937	13-N-21	426	69	105	4	4	0	1	4	1	0
937	13-N-16	42	56	69	0	1	3	0	0	0	0
937	13-O-10	60	74	79	0	2	8	0	2	0	0

938	13-N-21	426	69	105	4	4	0	1	4	1	0
938	13-N-16	42	56	69	0	1	3	0	0	0	0
938	10-P-1	39	62	46	0	0	0	0	0	0	6

939	13-N-21	426	69	105	4	4	0	1	4	1	0
939	13-N-16	42	56	69	0	1	3	0	0	0	0
939	11-O-10	404	208	6	16	4	0	0	0	0	0

940	13-N-21	426	69	105	4	4	0	1	4	1	0
940	13-N-16	42	56	69	0	1	3	0	0	0	0
940	12-N-3	549	328	77	19	4	0	3	1	2	0

941	13-N-21	426	69	105	4	4	0	1	4	1	0
941	13-N-16	42	56	69	0	1	3	0	0	0	0
941	11-N-1	865	323	59	17	35	0	0	0	4	0

942	13-N-21	426	69	105	4	4	0	1	4	1	0
942	13-N-16	42	56	69	0	1	3	0	0	0	0
942	13-O-5	923	637	42	12	33	27	14	13	5	2

943	13-N-21	426	69	105	4	4	0	1	4	1	0
943	13-N-16	42	56	69	0	1	3	0	0	0	0
943	12-O-5	204	156	42	7	8	4	2	1	0	0

944	13-N-21	426	69	105	4	4	0	1	4	1	0
944	13-N-16	42	56	69	0	1	3	0	0	0	0
944	11-N-4	764	470	18	5	9	0	0	0	0	0

945	13-N-21	426	69	105	4	4	0	1	4	1	0
945	13-N-16	42	56	69	0	1	3	0	0	0	0
945	13-N-5	35	11	33	0	0	0	0	0	0	0

946	13-N-21	426	69	105	4	4	0	1	4	1	0
946	13-N-16	42	56	69	0	1	3	0	0	0	0
946	13-N-4	71	67	96	0	3	4	0	0	0	0

947	13-N-21	426	69	105	4	4	0	1	4	1	0
947	13-N-16	42	56	69	0	1	3	0	0	0	0
947	13-P-1	244	40	18	1	16	21	0	14	0	6

948	13-N-21	426	69	105	4	4	0	1	4	1	0
948	13-N-16	42	56	69	0	1	3	0	0	0	0
948	13-O-7	590	498	67	10	21	19	12	8	7	1

949	13-N-21	426	69	105	4	4	0	1	4	1	0
949	13-N-16	42	56	69	0	1	3	0	0	0	0
949	13-P-10	30	15	12	0	12	12	0	7	2	1

950	13-N-21	426	69	105	4	4	0	1	4	1	0
950	13-N-16	42	56	69	0	1	3	0	0	0	0
950	Holden_Lake	27	294	7	24	2	0	2	1	3	0

951	13-N-21	426	69	105	4	4	0	1	4	1	0
951	13-N-16	42	56	69	0	1	3	0	0	0	0
951	13-O-11	35	65	24	0	0	2	0	1	0	1

952	13-N-21	426	69	105	4	4	0	1	4	1	0
952	13-P-8	83	25	43	0	18	17	0	3	0	3
952	11-N-9	528	198	13	0	19	0	0	0	0	0

953	13-N-21	426	69	105	4	4	0	1	4	1	0
953	13-P-8	83	25	43	0	18	17	0	3	0	3
953	13-O-10	60	74	79	0	2	8	0	2	0	0

954	13-N-21	426	69	105	4	4	0	1	4	1	0
954	13-P-8	83	25	43	0	18	17	0	3	0	3
954	10-P-1	39	62	46	0	0	0	0	0	0	6

955	13-N-21	426	69	105	4	4	0	1	4	1	0
955	13-P-8	83	25	43	0	18	17	0	3	0	3
955	11-O-10	404	208	6	16	4	0	0	0	0	0

956	13-N-21	426	69	105	4	4	0	1	4	1	0
956	13-P-8	83	25	43	0	18	17	0	3	0	3
956	12-N-3	549	328	77	19	4	0	3	1	2	0

957	13-N-21	426	69	105	4	4	0	1	4	1	0
957	13-P-8	83	25	43	0	18	17	0	3	0	3
957	11-N-1	865	323	59	17	35	0	0	0	4	0

958	13-N-21	426	69	105	4	4	0	1	4	1	0
958	13-P-8	83	25	43	0	18	17	0	3	0	3
958	13-O-5	923	637	42	12	33	27	14	13	5	2

959	13-N-21	426	69	105	4	4	0	1	4	1	0
959	13-P-8	83	25	43	0	18	17	0	3	0	3
959	12-O-5	204	156	42	7	8	4	2	1	0	0

960	13-N-21	426	69	105	4	4	0	1	4	1	0
960	13-P-8	83	25	43	0	18	17	0	3	0	3
960	11-N-4	764	470	18	5	9	0	0	0	0	0

961	13-N-21	426	69	105	4	4	0	1	4	1	0
961	13-P-8	83	25	43	0	18	17	0	3	0	3
961	13-N-5	35	11	33	0	0	0	0	0	0	0

962	13-N-21	426	69	105	4	4	0	1	4	1	0
962	13-P-8	83	25	43	0	18	17	0	3	0	3
962	13-N-4	71	67	96	0	3	4	0	0	0	0

963	13-N-21	426	69	105	4	4	0	1	4	1	0
963	13-P-8	83	25	43	0	18	17	0	3	0	3
963	13-P-1	244	40	18	1	16	21	0	14	0	6

964	13-N-21	426	69	105	4	4	0	1	4	1	0
964	13-P-8	83	25	43	0	18	17	0	3	0	3
964	13-O-7	590	498	67	10	21	19	12	8	7	1

965	13-N-21	426	69	105	4	4	0	1	4	1	0
965	13-P-8	83	25	43	0	18	17	0	3	0	3
965	13-P-10	30	15	12	0	12	12	0	7	2	1

966	13-N-21	426	69	105	4	4	0	1	4	1	0
966	13-P-8	83	25	43	0	18	17	0	3	0	3
966	Holden_Lake	27	294	7	24	2	0	2	1	3	0

967	13-N-21	426	69	105	4	4	0	1	4	1	0
967	13-P-8	83	25	43	0	18	17	0	3	0	3
967	13-O-11	35	65	24	0	0	2	0	1	0	1

968	13-N-21	426	69	105	4	4	0	1	4	1	0
968	13-P-8	83	25	43	0	18	17	0	3	0	3
968	13-N-16	42	56	69	0	1	3	0	0	0	0

969	13-N-15	728	364	160	9	5	8	14	3	7	2
969	13-O-10	60	74	79	0	2	8	0	2	0	0
969	11-N-9	528	198	13	0	19	0	0	0	0	0

970	13-N-15	728	364	160	9	5	8	14	3	7	2
970	10-P-1	39	62	46	0	0	0	0	0	0	6
970	11-N-9	528	198	13	0	19	0	0	0	0	0

